/atg/commerce/catalog/SecureProductCatalog:coverSku, ,TIMEFORMAT=M/d/yyyy h:mm a, ,LOCALE=en_US,
ID,acaBadge,additionalDetails,addedMaterialTypes,hasAdjustableHeadrest,hasAdjustableLumbar,altImages,archCoverAvlb,archwayID,atAGlanceContent,ar_enabled,auxiliaryMedia,bundleLinks,capCode,careFeatures,cleaningCode,collectionName,coverColor,colorDescription,colorNumber,commodityCode,colorFamilyImages,coverStatus,coverType,description,discountable,displayHeader,dynamicAttributes,endDate,faceContents,wtbFeatureImg1,wtbFeatureImg1Alt,wtbFeatureImg1Caption,wtbFeatureImg2,wtbFeatureImg2Alt,wtbFeatureImg2Caption,fractionalQuantitiesAllowed,fulfiller,grade,headerText,hasHeatMassage,hideAGlance,hideForCA,hideStillDeciding,hideForTextSearch,skuDocUrl,isPillowOptions,itemAcl,largeImage,wtbLeftImg,hasLiftFunction,linkDescription,listPrice,madeInUSABadge,manufacturer_part_number,mostPopular,isNew,nonreturnable,numberOfCushions,onSale,onlineExclusive,onlineExclusiveText,onlineOnly,patternName,pdpDefaultImage,perfectForInfo,performanceFabricFlag,cdpDefaultImage,cdpMouseOverImage,hasPower,productCategoryCode,prodCategoryDesc,belowFoldVideoMedia,isPurchaseable,quantity,fixedReplacementProducts,romanceCopy,salePrice,series,showOnline,dimensionImage,isSleeper,smallImage,sortOrder,startDate,status,stillDecidingLinks,hasStorage,template,thumbnailImage,unitOfMeasure,unsearchable,hasUsbChargingPort,useCareInstructions,belowFoldHowToMedia,videos,warrantyInfo,wearDatedId,wearability,wholesalePrice
BV680974,false,,,,,,false,,,false,,,VY,,UN,Promotion Cover,74,Moon,,,,P,fabric,Promotion Cover,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6809,false,,,,,,D,,,,,,true,,,,,,,2,
Q205166,false,,,,,,false,,,false,,,PS,,UN,Major Upholstery,66,Mushroom,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,Q,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2051,false,,,,,,D,,,,,,true,,,,,,,2,
D200862,false,,,,,,false,,,false,,,BU,,UN,Major Upholstery,62,Mushroom,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2008,false,,,,,,D,,,,,,true,,,,,,,2,
BV653364,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,64,Mushroom,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,6533,false,,,,,,D,,,,,,true,,,,,,,2,
D203051,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,51,Natural,,,,P,fabric,Major Upholstery,true,true,,,"73% Polyester,27% Acrylic",,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2030,false,,,,,,D,,,,,,true,,,,,,,2,
BV159387,false,,,,,,false,,,false,,,VY,,UN,Major Upholstery,87,Navy,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,BV,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1593,false,,,,,,D,,,,,,true,,,,,,,2,
FL202573,false,,,,,,false,,,false,,,LL,,L,Major Upholstery,73,Oak,,,,P,leather,Major Upholstery,true,true,,,100% Leather,,,,,,,false,,FL,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2025,false,,,,,,D,,,,,,true,,,,,,,9,
HL200273,false,,,,,,false,,,false,,,LL,,L,Chair,73,Oak,,,,P,leather,LZB Chair,true,true,,,100% Leather,,,,,,,false,,HL,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,2002,false,,,,,,D,,,,,,true,,,,,,,9,
D201131,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,31,Oatmeal,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2011,false,,,,,,D,,,,,,true,,,,,,,2,
D203979,false,,,,,,false,,,false,,,UR,,UN,Major Upholstery,79,Onyx,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2039,false,,,,,,D,,,,,,true,,,,,,,2,
D203977,false,,,,,,false,,,false,,,UR,,UN,Major Upholstery,77,Otter,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2039,false,,,,,,D,,,,,,true,,,,,,,2,
Q205139,false,,,,,,false,,,false,,,PS,,UN,Major Upholstery,39,Pebble,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,Q,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2051,false,,,,,,D,,,,,,true,,,,,,,2,
J199754,false,,,,,,false,,,false,,,DR,,UN,Major Upholstery,54,Pebble,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,J,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,1997,false,,,,,,D,,,,,,true,,,,,,,2,
E201135,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,35,Putty,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,E,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2011,false,,,,,,D,,,,,,true,,,,,,,2,
D201135,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,35,Putty,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2011,false,,,,,,D,,,,,,true,,,,,,,2,
D200867,false,,,,,,false,,,false,,,BU,,UN,Major Upholstery,67,Sable,,,,P,fabric,Major Upholstery,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2008,false,,,,,,D,,,,,,true,,,,,,,2,
D604478,false,,,,,,false,,,false,,,DR,,UN,Joybird,78,Saddle,,,,P,fabric,Joybird,true,true,,,null,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,JO,,,false,,,,,6044,false,,,,,,D,,,,,,true,,,,,,,2,
E201195,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,95,Seaglass,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,E,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2011,false,,,,,,D,,,,,,true,,,,,,,2,
D201195,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,95,Seaglass,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,MU,,,false,,,,,2011,false,,,,,,D,,,,,,true,,,,,,,2,
FL202677,false,,,,,,false,,,false,,,LL,,L,Chair,77,Sepia,,,,P,leather,LZB Chair,true,true,,,100% Leather,,,,,,,false,,FL,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,2026,false,,,,,,D,,,,,,true,,,,,,,2,
H169162,false,Normal Fabric,Conserve,,,,false,SM6ZH169162,,,,,PS,,WS,Major Upholstery,62,Mist,62,,,A,fabric,"This handsome plaid makes any room decor more inviting. Designed with high performance, bleach cleanable yarns made in the USA, Richburg looks great and is easy to clean. This pattern is both casual and elegant, bringing color to any space.",true,,,,"52% Recycled Polyester,48% Polyester",,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Richburg,,,false,,,,MU,,,false,,,,,1691,false,,,,484,,D,,,,,,true,,,,,,,14,
D149062,false,Performance Fabric,"Pet Friendly,Performance,iClean",,,,false,SM6ZD149062,,,,,DR,,W,Major Upholstery,62,Dove,62,CL,,O,fabric,"A plain weave, soft hand, and multi- colored filling yarns merge to create a sophisticated, blended linen look in this versatile fabric. i-Benavento is a classic example of casual charm.",true,,,,95% Polyester   5% Nylon,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Benavento,,,true,,,,MU,,,false,,,,,1490,false,,,,192,,D,,,,,,false,,,,,,,19,
C199877,false,,,,,,false,SM6ZC199877,,false,,,DR,,W,Chair,77,Mocha,,,,A,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,1998,false,,,,,,D,,,,,,true,,,,,,,16,
C161086,false,Normal Fabric,,,,,false,SM6ZC161086,,,,,DR,,WS,Major Upholstery,86,Navy,86,,,A,fabric,"Becker is a stylish base cloth with the appearance of a finely woven wool suiting fabric. Subtle slub yarns are woven into the base cloth to create patterning and texture. A finely woven ground weave imitates a wool look with a soft, durable hand.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Becker,,,false,,,,MU,,,false,,,,,1610,false,,,,74,,D,,,,,,true,,,,,,,2,
C199857,false,,,,,,false,SM6ZC199857,,false,,,DR,,W,Chair,57,Steel,,,,A,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,1998,false,,,,,,D,,,,,,true,,,,,,,16,
C161053,false,Normal Fabric,,,,,false,SM6ZC161053,,,,,DR,,WS,Major Upholstery,53,Grey,53,,,A,fabric,"Becker is a stylish base cloth with the appearance of a finely woven wool suiting fabric. Subtle slub yarns are woven into the base cloth to create patterning and texture. A finely woven ground weave imitates a wool look with a soft, durable hand.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Becker,,,false,,,,MU,,,false,,,,,1610,false,,,,71,,D,,,,,,true,,,,,,,2,
J205587,false,Normal Fabric,,,,,false,,,false,,,VS,,S,Major Upholstery,87,Baltic,87,,,P,fabric,"Narrow, contrasting stripes imbue Dorsey with timeless elegance. Saturated accent tones and varied weaves introduce layers of texture and visual harmony. This timeless pattern creates a versatile look with polish and depth.",true,true,,,"48% Polyester,39% Polypropylene,10% Acrylic,3% Flax",,,,,,,false,,J,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Dorsey,,,false,,,,MU,,,false,,,,,2055,false,,,,,,D,,,,,,true,,,,,,,2,
C196652,false,Performance Fabric,Performance,,,,false,SM6ZC196652A,,false,,,BU,,W,Major Upholstery,52,Dove,52,,,P,fabric,Mamba is an alluring leather-look material that offers stunning style with supple softness and enduring quality. Its soft pebbled texture and gorgeous natural tones will bring richness and comfort to any piece.,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Mamba,,,true,,,,MU,,,false,,,,,1966,false,,,,,,D,,,,,,true,,,,,,,7,
C196657,false,Performance Fabric,Performance,,,,false,SM6ZC196657A,,false,,,BU,,W,Major Upholstery,57,Lead,57,,,P,fabric,Mamba is an alluring leather-look material that offers stunning style with supple softness and enduring quality. Its soft pebbled texture and gorgeous natural tones will bring richness and comfort to any piece.,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Mamba,,,true,,,,MU,,,false,,,,,1966,false,,,,,,D,,,,,,true,,,,,,,7,
C199832,false,,,,,,false,SM6ZC199832,,false,,,DR,,W,Chair,32,Pearl,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,1998,false,,,,,,D,,,,,,true,,,,,,,16,
C199846,false,,,,,,false,SM6ZC199846,,false,,,DR,,W,Chair,46,Mango,,,,P,fabric,Major Upholstery,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,CH,,,false,,,,,1998,false,,,,,,D,,,,,,true,,,,,,,16,
E187528,false,Normal Fabric,,,,,false,SM6ZE187528,,false,,,UR,,WS,Major Upholstery,28,Herb,28,,,A,fabric,"Plush chenille brings the rich colors to life and makes this decorative accent fabric super-cozy and soft. It’s a highly durable material that’s abrasion resistant and non-pilling, making it perfect for everyday living.",true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Ursula,,,false,,,,MU,,,false,,,,,1875,false,,,,378,,D,,,,,,true,,,,,,,2,
E187873,false,Normal Fabric,,,,,false,SM6ZE187873,,false,,,DR,,W,Major Upholstery,73,Latte,73,,,A,fabric,"Sometimes, simplicity speaks for itself. Bandito is a classic chenille in a clean, tight weave that adds comfort and style to any piece. Its soft texture and muted tone make a quiet statement that is both casual and elegant. ",true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Bandito,,,false,,,,MU,,,false,,,,,1878,false,,,,390,,D,,,,,,true,,,,,,,2,
C681056,false,,,,,,false,,,false,,,DR,,W,Promotion Cover,56,Graphite,,,,P,fabric,Promotion Cover,true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6810,false,,,,,,D,,,,,,true,,,,,,,2,
LD680975,false,,,,,,false,,,false,,,LL,,L,Promotion Cover,75,Timber,,,,P,leather,Promotion Cover,true,true,,,Leather,,,,,,,false,,LD,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6809,false,,,,,,D,,,,,,true,,,,,,,9,
LD680987,false,,,,,,false,,,false,,,LL,,L,Promotion Cover,87,Midnight,,,,P,leather,Promotion Cover,true,true,,,100% Leather,,,,,,,false,,LD,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,,,,false,,,,PR,,,false,,,,,6809,false,,,,,,D,,,,,,true,,,,,,,9,
B143934,false,Normal Fabric,,,,,false,SM6ZB143934,,,,,DR,,WS,Major Upholstery,34,Cream,34,CL,,A,fabric,"With a heathered, chunky look that’s right on trend, and a welcoming, soft texture, this body cloth achieves a trio of attractive qualities. Making a match will be a cinch with these easily blended, adaptable heathered tones.",true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Frank,,,false,,,,MU,,,false,,,,,1439,false,,,,1,,D,,,,,,true,,,,,,,2,
C161062,false,Normal Fabric,,,,,false,SM6ZC161062,,,,,DR,,WS,Major Upholstery,62,Linen,62,,,A,fabric,"Becker is a stylish base cloth with the appearance of a finely woven wool suiting fabric. Subtle slub yarns are woven into the base cloth to create patterning and texture. A finely woven ground weave imitates a wool look with a soft, durable hand.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Becker,,,false,,,,MU,,,false,,,,,1610,false,,,,73,,D,,,,,,true,,,,,,,2,
E186934,false,Normal Fabric,,,,,false,SM6ZE186934,,false,,,NP,,WS,Major Upholstery,34,Plantain,34,,,A,fabric,Twin Creek has a diamond and chevron pattern that brings a bit of flair to a space. Its geometric weave adds a hint of chenille for softness and a textured boucle yarn that creates dimension and contrast.,true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Twin Creek,,,false,,,,MU,,,false,,,,,1869,false,,,,371,,D,,,,,,true,,,,,,,2,
E186952,false,Normal Fabric,,,,,false,SM6ZE186952,,false,,,NP,,WS,Major Upholstery,52,Ore,52,,,A,fabric,Twin Creek has a diamond and chevron pattern that brings a bit of flair to a space. Its geometric weave adds a hint of chenille for softness and a textured boucle yarn that creates dimension and contrast.,true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Twin Creek,,,false,,,,MU,,,false,,,,,1869,false,,,,372,,D,,,,,,true,,,,,,,2,
E192015,false,Normal Fabric,,,,,false,SM6ZE192015,,false,,,UR,,WS,Major Upholstery,15,Amber,15,,,P,fabric,"Diana is a lovely floral pattern with a loose painterly style and playful spirit. This material is soft and inviting, while a strengthened backing makes it hardy enough to withstand everyday use. ",true,,,,100% Polyester,,,,,,,false,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,"Diana ",,,true,,,,MU,,,false,,,,,1920,false,,,,,,D,,,,,,true,,,,,,,2,
J161254,false,Normal Fabric,,,,,false,SM6ZJ161254,,,,,DP,,W,Major Upholstery,54,Night Sky,54,,,A,fabric,Multi-color motifs make this fabric perfect for layering with other patterns or for use as a statement piece. Novelty yarns in both warp and filling create textured graphics that project an urban artisan vibe.,true,,,,"88% Polyester,7% Acrylic,5% Linen",,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Hazelle,,,false,,,,MU,,,false,,,,,1612,false,,,,497,,D,,,,,,true,,,,,,,2,
M167662,false,Medium Fabric,Conserve,,,,false,SM6ZM167662,,,,,DR,,WS,Major Upholstery,62,Grey,62,,,A,fabric,"This version of a classic hounds tooth is reminiscent of handspun quality. The dramatic scale and color pallet make this an instant classic. Proudly made in the USA, the quality and craftsmanship are designed to look great in every environment.",true,,,,"53% Recycled Polyester,47% Polyester",,,,,,,,,M,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Clemson,,,false,,,,MU,,,false,,,,,1676,false,,,,619,,D,,,,,,true,,,,,,,15,
C186265,false,Performance Fabric,Performance,,,,false,SM6ZC186265,,false,,,DR,,S,Major Upholstery,65,Khaki,65,,,A,fabric,"This finely woven chenille features layered tones in soothing neutrals. Chirpy provides softness and comfort in a durable cloth, making it a versatile selection that adds understated elegance to any room.",true,,,,100% Polyester,,,,,,,false,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Chirpy,,,true,,,,MU,,,false,,,,,1862,false,,,,150,,D,,,,,,true,,,,,,,7,
C191565,false,Normal Fabric,,,,,false,SM6ZC191565,,false,,,DR,,WS,Major Upholstery,65,Oatmeal,65,,,P,fabric,"With its soft, contrasting fibers in a dark, masculine herringbone weave, Solstice offers a sophisticated, tailored look that blends well into any room.  This finely textured cloth will provide comfort and durability for years to come.",true,,,,100% Polyester,,,,,,,false,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Solstice,,,false,,,,MU,,,false,,,,,1915,false,,,,174,,D,,,,,,true,,,,,,,2,
D126778,false,Performance Fabric,Performance,,,,false,SC6ZD126778,,,,,BU,,W,Major Upholstery,78,Canyon,78,CL,,A,fabric,A new super soft breathable PU with a terrific surface design and texture. The incredible face softness is achieved through a micro denier polyester warp knit construction with innovative fleece backing.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Denver,,,true,,,,CH,,,false,,,,,1267,false,,,,186,,D,,,,,,true,,,,,,,7,
D136656,false,Performance Fabric,Performance,,,,false,SC6ZD136656,,,,,UR,,W,Chair,56,Sable,56,CL,,A,fabric,"A seamless, smooth look with soft-to-touch. Wild Side is suitable for active living and easily fitted with the rest of your assortments. 100% Polyester with Performance Durability.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Wild Side,,,true,,,,CH,,,false,,,,,1366,false,,,,187,,D,,,,,,true,,,,,,,7,
D185333,false,Normal Fabric,,,,,false,SM6ZD185333,,false,,,DR,,S,Major Upholstery,33,Dove,33,,,A,fabric,Variable colors and fibers weave together in Essex to create solid hues with layers of depth and rich texture. This versatile look brings durable comfort to any piece with a vibrant spark that enlivens a room.,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Essex,,,false,,,,MU,,,false,,,,,1853,false,,,,278,,D,,,,,,true,,,,,,,2,
D185384,false,Normal Fabric,,,,,false,SM6ZD185384,,false,,,DR,,S,Major Upholstery,84,Atlantic,84,,,A,fabric,Variable colors and fibers weave together in Essex to create solid hues with layers of depth and rich texture. This versatile look brings durable comfort to any piece with a vibrant spark that enlivens a room.,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Essex,,,false,,,,MU,,,false,,,,,1853,false,,,,282,,D,,,,,,true,,,,,,,2,
C186233,false,Performance Fabric,Performance,,,,false,SM6ZC186233,,false,,,DR,,S,Major Upholstery,33,Cream,33,,,A,fabric,"This finely woven chenille features layered tones in soothing neutrals. Chirpy provides softness and comfort in a durable cloth, making it a versatile selection that adds understated elegance to any room.",true,,,,100% Polyester,,,,,,,false,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Chirpy,,,true,,,,MU,,,false,,,,,1862,false,,,,147,,D,,,,,,true,,,,,,,7,
C186252,false,Performance Fabric,Performance,,,,false,SM6ZC186252,,false,,,DR,,S,Major Upholstery,52,Platinum,52,,,A,fabric,"This finely woven chenille features layered tones in soothing neutrals. Chirpy provides softness and comfort in a durable cloth, making it a versatile selection that adds understated elegance to any room.",true,,,,100% Polyester,,,,,,,false,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Chirpy,,,true,,,,MU,,,false,,,,,1862,false,,,,148,,D,,,,,,true,,,,,,,7,
C200184,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZC200184,,false,,,DR,,WS,Chair,84,Stonewash,84,,,A,fabric,"i-Paige is a plush, textural chenille that comes in rich natural hues. This versatile textile is soft and cozy while offering high-performance stain resistant style that will withstand the little messes of life for enduring beauty.",true,true,,,100% Polyester,,,,,,,false,,C,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,i-Paige,,,false,,,,CH,,,false,,,,,2001,false,,,,,,D,,,,,,true,,,,,,,10,
D170157,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD170157,,false,,,BU,,W,Major Upholstery,57,Smoke,57,,,A,fabric,The smokey and ethereal i-Montaquila looks like a supple leather but is actually a chenille weave with organic texturing that mimics the nuanced coloring of fine leather. i-Montaquila offers stain-resistance for easy care and lasting quality.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Montaquila,,,true,,,,MU,,,false,,,,,1701,false,,,,237,,D,,,,,,true,,,,,,,19,
D170175,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD170175,,false,,,BU,,W,Major Upholstery,75,Mink,75,,,A,fabric,The smokey and ethereal i-Montaquila looks like a supple leather but is actually a chenille weave with organic texturing that mimics the nuanced coloring of fine leather. i-Montaquila offers stain-resistance for easy care and lasting quality.,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,i-Montaquila,,,true,,,,MU,,,false,,,,,1701,false,,,,,,D,,,,,,true,,,,,,,19,
D170178,false,Performance Fabric,"Performance,iClean",,,,false,SM6ZD170178,,false,,,BU,,W,Major Upholstery,78,Mahogany,78,,,A,fabric,The smokey and ethereal i-Montaquila looks like a supple leather but is actually a chenille weave with organic texturing that mimics the nuanced coloring of fine leather. i-Montaquila offers stain-resistance for easy care and lasting quality.,true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,i-Montaquila,,,true,,,,MU,,,false,,,,,1701,false,,,,,,D,,,,,,true,,,,,,,19,
D176232,false,Performance Fabric,"Pet Friendly,Performance,iClean",,,,false,SM6ZD176232,,false,,,DR,,W,Major Upholstery,32,Antique,32,,,A,fabric,"Simplicity makes i-Gold Rush a great choice to cover any piece. Its organic color palette, clean weave, and multi-dimensional yarns impart a natural, artisan feel. This iClean fabric makes clean-ups a snap and keeps a room looking fresh and inviting.",true,,,,"95% Polyester,5% Nylon",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Gold Rush,,,true,,,,MU,,,false,,,,,1762,false,,,,253,,D,,,,,,true,,,,,,,19,
D176273,false,Performance Fabric,"Pet Friendly,Performance,iClean",,,,false,SM6ZD176273,,false,,,DR,,W,Major Upholstery,73,Khaki,73,,,A,fabric,"Simplicity makes i-Gold Rush a great choice to cover any piece. Its organic color palette, clean weave, and multi-dimensional yarns impart a natural, artisan feel. This iClean fabric makes clean-ups a snap and keeps a room looking fresh and inviting.",true,,,,"95% Polyester,5% Nylon",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,i-Gold Rush,,,true,,,,MU,,,false,,,,,1762,false,,,,256,,D,,,,,,true,,,,,,,19,
D185353,false,Normal Fabric,,,,,false,SM6ZD185353,,false,,,DR,,S,Major Upholstery,53,Steel,53,,,A,fabric,Variable colors and fibers weave together in Essex to create solid hues with layers of depth and rich texture. This versatile look brings durable comfort to any piece with a vibrant spark that enlivens a room.,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Essex,,,false,,,,MU,,,false,,,,,1853,false,,,,279,,D,,,,,,true,,,,,,,2,
D185372,false,Normal Fabric,,,,,false,SM6ZD185372,,false,,,DR,,S,Major Upholstery,72,Hickory,72,,,A,fabric,Variable colors and fibers weave together in Essex to create solid hues with layers of depth and rich texture. This versatile look brings durable comfort to any piece with a vibrant spark that enlivens a room.,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Essex,,,false,,,,MU,,,false,,,,,1853,false,,,,281,,D,,,,,,true,,,,,,,2,
D185392,false,Normal Fabric,,,,,false,SM6ZD185392,,false,,,DR,,S,Major Upholstery,92,Spa,92,,,A,fabric,Variable colors and fibers weave together in Essex to create solid hues with layers of depth and rich texture. This versatile look brings durable comfort to any piece with a vibrant spark that enlivens a room.,true,,,,100% Polyester,,,,,,,false,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Essex,,,false,,,,MU,,,false,,,,,1853,false,,,,283,,D,,,,,,true,,,,,,,2,
D196972,false,Performance Fabric,Performance,,,,false,SM6ZD196972,,false,,,DR,,WS,Major Upholstery,72,Brown Sugar,72,,,P,fabric,"Slone is a lush, velvety chenille with a touch of texture. It offers tranquil neutral tones and sumptuously smooth comfort. A coating applied to the back gives it added loft, superior quality and resilience.   ",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Slone,,,true,,,,MU,,,false,,,,,1969,false,,,,,,D,,,,,,true,,,,,,,7,
