/atg/commerce/catalog/SecureProductCatalog:coverSku, ,TIMEFORMAT=M/d/yyyy h:mm a, ,LOCALE=en_US,
ID,acaBadge,additionalDetails,addedMaterialTypes,hasAdjustableHeadrest,hasAdjustableLumbar,altImages,archCoverAvlb,archwayID,atAGlanceContent,ar_enabled,auxiliaryMedia,bundleLinks,capCode,careFeatures,cleaningCode,collectionName,coverColor,colorDescription,colorNumber,commodityCode,colorFamilyImages,coverStatus,coverType,description,discountable,displayHeader,dynamicAttributes,endDate,faceContents,wtbFeatureImg1,wtbFeatureImg1Alt,wtbFeatureImg1Caption,wtbFeatureImg2,wtbFeatureImg2Alt,wtbFeatureImg2Caption,fractionalQuantitiesAllowed,fulfiller,grade,headerText,hasHeatMassage,hideAGlance,hideForCA,hideStillDeciding,hideForTextSearch,skuDocUrl,isPillowOptions,itemAcl,largeImage,wtbLeftImg,hasLiftFunction,linkDescription,listPrice,madeInUSABadge,manufacturer_part_number,mostPopular,isNew,nonreturnable,numberOfCushions,onSale,onlineExclusive,onlineExclusiveText,onlineOnly,patternName,pdpDefaultImage,perfectForInfo,performanceFabricFlag,cdpDefaultImage,cdpMouseOverImage,hasPower,productCategoryCode,prodCategoryDesc,belowFoldVideoMedia,isPurchaseable,quantity,fixedReplacementProducts,romanceCopy,salePrice,series,showOnline,dimensionImage,isSleeper,smallImage,sortOrder,startDate,status,stillDecidingLinks,hasStorage,template,thumbnailImage,unitOfMeasure,unsearchable,hasUsbChargingPort,useCareInstructions,belowFoldHowToMedia,videos,warrantyInfo,wearDatedId,wearability,wholesalePrice
D154132,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,32,Pearl,32,CL,,A,fabric,"Shhhhhhhhhh.....Top Secret is a multi-yarn texture that packs in a lot of look. A heathered filament yarn, a polyester slub yarn, and a straight spun yarn are woven together on a dimensional heathered warp for tons of texture.",true,,,,"65.83% Olefin,34.17% Polyester",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1541,false,,,,,,D,,,,,,true,,,,,,,2,
B142036,false,,,,,,false,,,,,,DR,,W,Major Upholstery,36,Pebble,36,CL,,A,fabric,"Holden is woven with special yarns that gives this semi-plain fabric visual interest plus a soft hand. The subtle mingle of color, coordinates well with many ""Life Style"" room settings and other more decorative fabrics.",true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1420,false,,,,,,D,,,,,,true,,,,,,,2,
G167831,false,,,,,,false,,,,,,UR,,WS,Major Upholstery,31,Pebble,,,,A,fabric,Piet was inspired by artist Piet Mondrian who mastered the simple geometric elements of composition. The modern simplicity of Piet is perfect for decorative accent pillows and chairs.,true,,,,100% Polyester,,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Plaids & Stripes,,,false,,,,MU,,,false,,,,,1678,false,,,,,,D,,,,,,true,,,,,,,2,
D154152,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,52,Pewter,52,CL,,A,fabric,"Shhhhhhhhhh.....Top Secret is a multi-yarn texture that packs in a lot of look. A heathered filament yarn, a polyester slub yarn, and a straight spun yarn are woven together on a dimensional heathered warp for tons of texture.",true,,,,"65.83% Olefin,34.17% Polyester",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1541,false,,,,,,D,,,,,,true,,,,,,,2,
J132650,false,,,,,,false,,,,,,DR,,W,Major Upholstery,50,Prarie,50,CL,,A,fabric,"One of Van Gogh’s favorite quotes was “great things are accomplished by a series of small things done really well”. This perfectly describes the new jacquard Van Gogh. The colorations, scale and balance are combinations of complimentary harmony.",true,,,,100% Polyester,,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,1326,false,,,,,,D,,,,,,true,,,,,,,2,
J132636,false,,,,,,false,,,,,,DR,,W,Major Upholstery,36,Primrose,36,CL,,A,fabric,"One of Van Gogh’s favorite quotes was “great things are accomplished by a series of small things done really well”. This perfectly describes the new jacquard Van Gogh. The colorations, scale and balance are combinations of complimentary harmony.",true,,,,100% Polyester,,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florals,,,false,,,,MU,,,false,,,,,1326,false,,,,,,D,,,,,,true,,,,,,,2,
D144833,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,33,Pumice,33,CL,,A,fabric,"Deep colors create the perfect backdrop for pops of texture and pattern. This punchy weave look and combination of polyester and acrylic yarns make it both strong and soft. It is suitable for high performance usage, while keeping a comfortable look.",true,,,,"78% Polyester,22% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1448,false,,,,,,D,,,,,,true,,,,,,,2,
G167305,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,05,Red,,,,A,fabric,"This transitional design has a casual feel thanks to the novelty slub yarn. The sheen from the yarns in the figure adds sophistication and gives this fabric a wonderful hand. Twinkle Twinkle provides a modern, pop of color for a stunning accent.",true,,,,100% Polyester,,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1673,false,,,,,,D,,,,,,true,,,,,,,3,
J161702,false,,,,,,false,,,,,,DR,,S,Major Upholstery,02,Rose,,,,A,fabric,"Refracted is a combination of different shapes and sizes of triangles creating a unique contemporary patchwork design. Refracted is great for all family room settings. Multiple shades of color, allow for easy mix and match in many color schemes.",true,,,,"63% Polyester,37% Rayon",,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Modern,,,false,,,,MU,,,false,,,,,1617,false,,,,,,D,,,,,,true,,,,,,,2,
C160761,false,,,,,,false,,,,,,DR,,S,Major Upholstery,61,Sand,,,,A,fabric,"Monaghan is a 100% polyester chenille body cloth/texture design featuring a ripple type weave influence. A space dye, multi-color fancy yarn is used between each chenille pick to add a subtle color interest.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1607,false,,,,,,D,,,,,,true,,,,,,,2,
E166035,false,,,,,,false,,,,,,DR,,S,Major Upholstery,35,Sesame,,,,A,fabric,"Davis is a basket weave, medium weight upholstery fabric. This dimensional fabric features high and low tonal contrast, adding textural interest. This fabric is sure to become a staple for any room.",true,,,,100% Polyester,,,,,,,,,E,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1660,false,,,,,,D,,,,,,true,,,,,,,2,
G167316,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,16,Sienna,,,,A,fabric,"This transitional design has a casual feel thanks to the novelty slub yarn. The sheen from the yarns in the figure adds sophistication and gives this fabric a wonderful hand. Twinkle Twinkle provides a modern, pop of color for a stunning accent.",true,,,,100% Polyester,,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1673,false,,,,,,D,,,,,,true,,,,,,,3,
C158573,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,73,Sisal,,CL,,A,fabric,"Darby features textured, natural looking two-toned yarns and a special weave designed to create the natural appearance of a handwoven grass cloth. This handsome base cloth adds simple sophistication to any room setting from Classic to Modern.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1585,false,,,,,,D,,,,,,true,,,,,,,2,
B157765,false,,,,,,false,,,,,,UR,,WS,Chair,65,Smoke,,,,A,fabric,"With its soft feel and appealing texture, Denali is a wonderful printed velvet. This pattern creates harmonious and handsome colorways. Denali uses a slight ribbed texture, enhancing its fantastic hand.",true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,CH,,,false,,,,,1577,false,,,,,,D,,,,,,true,,,,,,,2,
C158552,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,52,Storm,,CL,,A,fabric,"Darby features textured, natural looking two-toned yarns and a special weave designed to create the natural appearance of a handwoven grass cloth. This handsome base cloth adds simple sophistication to any room setting from Classic to Modern.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1585,false,,,,,,D,,,,,,true,,,,,,,2,
D162686,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,86,Storm,,,,A,fabric,"A deep, textured print on a knit base cloth, Timber’s plush and substantial feel makes it a perfect fit for any home environment.",true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1626,false,,,,,,D,,,,,,true,,,,,,,2,
FL165076,false,,,,,,false,,,,,,LL,,L,Chair,76,Tea,,,,A,leather,LZB Chair,true,,,,100% Leather,,,,,,,,,FL,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,CH,,,false,,,,,1650,false,,,,,,D,,,,,,true,,,,,,,9,
C160764,false,,,,,,false,,,,,,DR,,S,Major Upholstery,64,Tobacco,,,,A,fabric,"Monaghan is a 100% polyester chenille body cloth/texture design featuring a ripple type weave influence. A space dye, multi-color fancy yarn is used between each chenille pick to add a subtle color interest.",true,,,,100% Polyester,,,,,,,,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1607,false,,,,,,D,,,,,,true,,,,,,,2,
D154192,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,92,Tranquil,92,CL,,A,fabric,"Shhhhhhhhhh.....Top Secret is a multi-yarn texture that packs in a lot of look. A heathered filament yarn, a polyester slub yarn, and a straight spun yarn are woven together on a dimensional heathered warp for tons of texture.",true,,,,"65.83% Olefin,34.17% Polyester",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1541,false,,,,,,D,,,,,,true,,,,,,,2,
G170447,false,,,,,,false,,,false,,,DR,,W,Major Upholstery,47,Umber,,,,A,fabric,"A multicolor space dyed, woven fabric with exaggerated slub yarns to give ultimate texture and personality to this one of a kind textile. This pattern is the perfect accent fabric to compliment any design. Made of 100% polyester.",true,,,,100% Polyester,,,,,,,,,G,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1704,false,,,,,,D,,,,,,true,,,,,,,3,
B144331,false,,,,,,false,,,,,,UR,,S,Major Upholstery,31,White,31,CL,,A,fabric,Andromeda is a woven piece dyed solid that emulates a short pile velvet like finish. The pattern has a herringbone background which when piece dyed in colors gives the pattern a nice subtle contrast.  Andromeda is a micro denier and is value priced.,true,,,,100% Polyester,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1443,false,,,,,,D,,,,,,true,,,,,,,2,
LB148108,false,,,,,,false,,,,,,LM,,L,Chair,08,Wine,08,LH,,A,leather,LZB Chair,true,,,,Leather/Vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,CH,,,false,,,,,1481,false,,,,,,D,,,,,,true,,,,,,,8,
D167552,false,,,,,,false,,,,,,DR,,S,Major Upholstery,52,Zest,,,,A,fabric,Pattern Tetris features simple lines etched on light and neutral grounds. This simple but elegant fabric is woven in a well-balanced flowing pattern crafted in minimalist style. Tetris is an ideal choice for adding smart style and works in any room.,true,,,,"92% Polyester,8% Cotton",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1675,false,,,,,,D,,,,,,true,,,,,,,2,
H168276,false,,,,,,false,,,,,,PS,,WS,Major Upholstery,76,Cognac,,,,A,fabric,"Francesca is a modern day interpretation of a traditional Kilim rug. This fabric is woven with chenille yarns in the motif that bloom in contrast against the compact, textured, cotton-like ground. The overall appearance is sculptural and soft.",true,,,,100% Polyester,,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Classics,,,false,,,,MU,,,false,,,,,1682,false,,,,,,D,,,,,,true,,,,,,,2,
D145268,false,,,,,,false,,,,,,DR,,S,Major Upholstery,68,Driftwood,68,CL,,A,fabric,Mondrian's colorful play of lines and shapes gives a nod to the cubism style of mid-century Modern. This 100% Polyester construction with multi-color shapes and texture reflect today's modern styling.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1452,false,,,,,,D,,,,,,true,,,,,,,2,
F161485,false,,,,,,false,,,,,,DR,,S,Major Upholstery,85,Fiesta,,,,A,fabric,"Good Vibrations is a contemporary jacquard featuring multi-color, geometric chenille motifs in a 100% polyester construction. The artwork utilizes an arrangement of semi-circles with an over-lapping grooved look for a fresh textural effect.",true,,,,100% Polyester,,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1614,false,,,,,,D,,,,,,true,,,,,,,2,
J154625,false,,,,,,false,,,,,,VS,,S,Major Upholstery,25,Kiwi,25,CL,,A,fabric,Pattern Pepperdine is a stripe pattern incorporating a boucle texture overlaying a soft background. This pattern is a perfect complement to all settings and is colored to appeal to the most sophisticated pallet. Pepperdine is made in the USA.,true,,,,"45% Polyester,42% Acrylic,5% Olefin,4% Cotton,4% Rayon",,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Secondary,,,false,,,,MU,,,false,,,,,1546,false,,,,,,D,,,,,,true,,,,,,,2,
D145296,false,,,,,,false,,,,,,DR,,S,Major Upholstery,96,Lake,96,CL,,A,fabric,Mondrian's colorful play of lines and shapes gives a nod to the cubism style of mid-century Modern. This 100% Polyester construction with multi-color shapes and texture reflect today's modern styling.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1452,false,,,,,,D,,,,,,true,,,,,,,2,
H168263,false,,,,,,false,,,,,,PS,,WS,Major Upholstery,63,Linen,,,,A,fabric,"Francesca is a modern day interpretation of a traditional Kilim rug. This fabric is woven with chenille yarns in the motif that bloom in contrast against the compact, textured, cotton-like ground. The overall appearance is sculptural and soft.",true,,,,100% Polyester,,,,,,,,,H,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Classics,,,false,,,,MU,,,false,,,,,1682,false,,,,,,D,,,,,,true,,,,,,,2,
F161454,false,,,,,,false,,,,,,DR,,S,Major Upholstery,54,Mocha,,,,A,fabric,"Good Vibrations is a contemporary jacquard featuring multi-color, geometric chenille motifs in a 100% polyester construction. The artwork utilizes an arrangement of semi-circles with an over-lapping grooved look for a fresh textural effect.",true,,,,100% Polyester,,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1614,false,,,,,,D,,,,,,true,,,,,,,2,
J145589,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,89,Pansy,89,CL,,O,fabric,A stylized Pansy floral with detailed weave combinations creating a “silk like” texture and hand. Designed to correlate with pattern Alfresco.,true,,,,100% Polyester,,,,,,,,,J,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1455,false,,,,,,D,,,,,,true,,,,,,,2,
F161445,false,,,,,,false,,,,,,DR,,S,Major Upholstery,45,Sunset,,,,A,fabric,"Good Vibrations is a contemporary jacquard featuring multi-color, geometric chenille motifs in a 100% polyester construction. The artwork utilizes an arrangement of semi-circles with an over-lapping grooved look for a fresh textural effect.",true,,,,100% Polyester,,,,,,,,,F,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Accents,,,false,,,,MU,,,false,,,,,1614,false,,,,,,D,,,,,,true,,,,,,,2,
C191079,false,Performance Fabric,Performance,,,,false,SM6ZC191079,,false,,,UR,,WS,Major Upholstery,79,Seal,79,,,P,fabric,,true,,,,100% Polyester,,,,,,,false,,C,,,,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Luxe,,,true,,,,MU,,,true,,,,,1910,true,,,,170,,D,,,,,,true,,,,,,,2,
JL140097,false,Authentic Leather,Crypton,,,,false,,,,,,LL,,L,Chair,97,Oceano,97,LH,,A,leather,"Our wide range of leather options provide long-lasting, stylish versatility that develops even more character over time.",true,,,,100% Leather,,,,,,,,,JL,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Florence,,,false,,,,CH,,,false,,,,,1400,false,,,,,,D,,,,,,true,,,,,,,29,
D198889,false,Performance Fabric,Performance,,,,false,,,false,,,PS,,WS,Major Upholstery,89,Navy,89,,,A,fabric,"Copenhagen’s lines lend serenity and order to a space for a classic look. This soft, resilient plaid adds a casual hominess that can be dressed up or down. It’s a performance fabric that’s easy to keep clean and will keep a room looking fresh.",true,true,,,100% Polyester,,,,,,,false,,D,,,false,false,,true,,,,,,,,,false,,false,false,false,,false,false,,false,Copenhagen,,,false,,,,MU,,,true,,,,,1988,true,,,,,,A,,,,,,false,,,,,,,2,
LB127078,false,,,,,,false,,,,,,LM,,L,Out-sourced Sets,78,Cocoa,78,LH,,A,leather,The quality of luxury is about experiencing comfort that’s truly premium. Maxium is child friendly leather with various color options that are carefully crafted to suit a luxurious style. Leather/Vinyl with Performance Durability.,true,,,,Leather/vinyl,,,,,,,,,LB,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,,,,false,,,,OS,,,false,,,,,1270,false,,,,,,D,,,,,,true,,,,,,,8,
B653785,false,,,,,,false,,,false,,,DR,,S,Promotion Cover,85,Graphite,85,,,A,fabric,Promotion Cover,true,,,,88% Polyester; 12% Olefin,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6537,false,,,,,,D,,,,,,true,,,,,,,2,
B653777,false,,,,,,false,,,false,,,DR,,S,Promotion Cover,77,Mocha,77,,,A,fabric,Promotion Cover,true,,,,88% Polyester; 12% Olefin,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6537,false,,,,,,D,,,,,,true,,,,,,,2,
B653752,false,,,,,,false,,,false,,,DR,,S,Promotion Cover,52,Stone,52,,,A,fabric,Promotion Cover,true,,,,88% Polyester; 12% Olefin,,,,,,,,,B,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,PR,,,false,,,,,6537,false,,,,,,D,,,,,,true,,,,,,,2,
D114108,false,,,,,,false,,,,,,DR,,S,Major Upholstery,,Harvest,08,CL,,O,fabric,Nice Link’s contemporary pattern utilizes geometric rectangles over-layed on top of each other to accentuate the multi-color jacquard. Link’s Ceremony “rectangles” will give a new fresh approach to geometric lifestyle products.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1141,false,,,,,,D,,,,,,true,,,,,,,?,
D114127,false,,,,,,false,,,,,,DR,,S,Major Upholstery,,Forest,27,CL,,O,fabric,Nice Link’s contemporary pattern utilizes geometric rectangles over-layed on top of each other to accentuate the multi-color jacquard. Link’s Ceremony “rectangles” will give a new fresh approach to geometric lifestyle products.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1141,false,,,,,,D,,,,,,true,,,,,,,?,
D114187,false,,,,,,false,,,,,,DR,,S,Major Upholstery,,Royal,87,CL,,O,fabric,Nice Link’s contemporary pattern utilizes geometric rectangles over-layed on top of each other to accentuate the multi-color jacquard. Link’s Ceremony “rectangles” will give a new fresh approach to geometric lifestyle products.,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1141,false,,,,,,D,,,,,,true,,,,,,,?,
D117207,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Raspberry,07,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117224,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Lemongrass,24,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117231,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Natural,31,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117236,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Camel,36,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117252,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Mushroom,52,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117287,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Nautical,87,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D117292,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Mist,92,CL,,O,fabric,,true,,,,100% Cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,MU,,,false,,,,,1172,false,,,,,,D,,,,,,true,,,,,,,?,
D118109,false,,,,,,false,,,,,,UR,,W,Chair,,Bordeaux,09,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118128,false,,,,,,false,,,,,,UR,,W,Chair,,New Sage,28,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118133,false,,,,,,false,,,,,,UR,,W,Chair,,Linen,33,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118165,false,,,,,,false,,,,,,UR,,W,Chair,,Havana,65,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118179,false,,,,,,false,,,,,,UR,,W,Chair,,Godiva,79,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118185,false,,,,,,false,,,,,,UR,,W,Chair,,Charcoal,85,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1181,false,,,,,,D,,,,,,true,,,,,,,?,
D118424,false,,,,,,false,,,,,,UR,,W,Chair,24,Bamboo,24,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1184,false,,,,,,D,,,,,,true,,,,,,,2,
D118469,false,,,,,,false,,,,,,UR,,W,Chair,69,Godiva,69,CL,,O,fabric,,true,,,,90% Polyester 10% cotton,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1184,false,,,,,,D,,,,,,true,,,,,,,2,
D118778,false,,,,,,false,,,,,,UR,,WS,Chair,78,Chocolate,78,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1187,false,,,,,,D,,,,,,true,,,,,,,2,
D118787,false,,,,,,false,,,,,,UR,,WS,Chair,87,Cosmic,87,CL,,O,fabric,,true,,,,100% Polyester,,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Solids,,,false,,,,CH,,,false,,,,,1187,false,,,,,,D,,,,,,true,,,,,,,2,
D119623,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Olive,23,CL,,O,fabric,,true,,,,"95% Polyester, 5% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1196,false,,,,,,D,,,,,,true,,,,,,,?,
D119650,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Ebony,50,CL,,O,fabric,,true,,,,"95% Polyester, 5% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1196,false,,,,,,D,,,,,,true,,,,,,,?,
D119652,false,,,,,,false,,,,,,DR,,WS,Major Upholstery,,Fog,52,CL,,O,fabric,,true,,,,"95% Polyester, 5% Acrylic",,,,,,,,,D,,,,false,,true,,,,,,,,,false,,false,false,false,,false,,,false,Geometrics,,,false,,,,MU,,,false,,,,,1196,false,,,,,,D,,,,,,true,,,,,,,?,
